Relaxed condition: Temperature,Mass percent Fe,Mass percent Si,Mass percent Al,Mass percent Mn,Temperature [K],Mass percent C
1774.12811,96.2,1.2,0,2.4,1373.15,0.2
1776.66113,95.9,1.2,0,2.7,1373.15,0.2
1779.02959,95.6,1.2,0,3,1373.15,0.2
1209.1896,98.3,1.2,0.3,0,1373.15,0.2
1194.93744,98,1.2,0.3,0.3,1373.15,0.2
1181.39426,97.7,1.2,0.3,0.6,1373.15,0.2
1168.4925,97.4,1.2,0.3,0.9,1373.15,0.2
1156.1748,97.1,1.2,0.3,1.2,1373.15,0.2
1144.39184,96.8,1.2,0.3,1.5,1373.15,0.2
1133.10081,96.5,1.2,0.3,1.8,1373.15,0.2
1122.26426,96.2,1.2,0.3,2.1,1373.15,0.2
1111.84917,95.9,1.2,0.3,2.4,1373.15,0.2
1101.82628,95.6,1.2,0.3,2.7,1373.15,0.2
1092.16965,95.3,1.2,0.3,3,1373.15,0.2
1252.53396,98,1.2,0.6,0,1373.15,0.2
1236.30118,97.7,1.2,0.6,0.3,1373.15,0.2
1220.99709,97.4,1.2,0.6,0.6,1373.15,0.2
1206.5129,97.1,1.2,0.6,0.9,1373.15,0.2
1192.7604,96.8,1.2,0.6,1.2,1373.15,0.2
1179.66658,96.5,1.2,0.6,1.5,1373.15,0.2
1167.17003,96.2,1.2,0.6,1.8,1373.15,0.2
1155.21835,95.9,1.2,0.6,2.1,1373.15,0.2
1143.76637,95.6,1.2,0.6,2.4,1373.15,0.2
1132.77474,95.3,1.2,0.6,2.7,1373.15,0.2
1122.20898,95,1.2,0.6,3,1373.15,0.2
1303.3636,97.7,1.2,0.9,0,1373.15,0.2
1283.82143,97.4,1.2,0.9,0.3,1373.15,0.2
1265.71856,97.1,1.2,0.9,0.6,1373.15,0.2
1248.81668,96.8,1.2,0.9,0.9,1373.15,0.2
1232.94095,96.5,1.2,0.9,1.2,1373.15,0.2
1217.95776,96.2,1.2,0.9,1.5,1373.15,0.2
1203.76167,95.9,1.2,0.9,1.8,1373.15,0.2
1190.26734,95.6,1.2,0.9,2.1,1373.15,0.2
1177.40427,95.3,1.2,0.9,2.4,1373.15,0.2
1165.11328,95,1.2,0.9,2.7,1373.15,0.2
1153.34395,94.7,1.2,0.9,3,1373.15,0.2
1373.89152,97.4,1.2,1.2,0,1373.15,0.2
1346.0839,97.1,1.2,1.2,0.3,1373.15,0.2
1322.00646,96.8,1.2,1.2,0.6,1373.15,0.2
1300.47131,96.5,1.2,1.2,0.9,1373.15,0.2
1280.83709,96.2,1.2,1.2,1.2,1373.15,0.2
1262.70751,95.9,1.2,1.2,1.5,1373.15,0.2
1245.81534,95.6,1.2,1.2,1.8,1373.15,0.2
1229.9689,95.3,1.2,1.2,2.1,1373.15,0.2
1215.02431,95,1.2,1.2,2.4,1373.15,0.2
1200.86964,94.7,1.2,1.2,2.7,1373.15,0.2
1187.41544,94.4,1.2,1.2,3,1373.15,0.2
,97.1,1.2,1.5,0,1373.15,0.2
,96.8,1.2,1.5,0.3,1373.15,0.2
1425.86745,96.5,1.2,1.5,0.6,1373.15,0.2
1380.33359,96.2,1.2,1.5,0.9,1373.15,0.2
1348.73325,95.9,1.2,1.5,1.2,1373.15,0.2
1322.69227,95.6,1.2,1.5,1.5,1373.15,0.2
1299.96398,95.3,1.2,1.5,1.8,1373.15,0.2
1279.53698,95,1.2,1.5,2.1,1373.15,0.2
1260.84824,94.7,1.2,1.5,2.4,1373.15,0.2
1243.54341,94.4,1.2,1.5,2.7,1373.15,0.2
1227.38076,94.1,1.2,1.5,3,1373.15,0.2
,96.8,1.2,1.8,0,1373.15,0.2
,96.5,1.2,1.8,0.3,1373.15,0.2
,96.2,1.2,1.8,0.6,1373.15,0.2
,95.9,1.2,1.8,0.9,1373.15,0.2
,95.6,1.2,1.8,1.2,1373.15,0.2
,95.3,1.2,1.8,1.5,1373.15,0.2
1408.55794,95,1.2,1.8,1.8,1373.15,0.2
1360.07061,94.7,1.2,1.8,2.1,1373.15,0.2
1328.45637,94.4,1.2,1.8,2.4,1373.15,0.2
1302.75041,94.1,1.2,1.8,2.7,1373.15,0.2
1280.44279,93.8,1.2,1.8,3,1373.15,0.2
,96.5,1.2,2.1,0,1373.15,0.2
,96.2,1.2,2.1,0.3,1373.15,0.2
,95.9,1.2,2.1,0.6,1373.15,0.2
,95.6,1.2,2.1,0.9,1373.15,0.2
,95.3,1.2,2.1,1.2,1373.15,0.2
,95,1.2,2.1,1.5,1373.15,0.2
,94.7,1.2,2.1,1.8,1373.15,0.2
,94.4,1.2,2.1,2.1,1373.15,0.2
,94.1,1.2,2.1,2.4,1373.15,0.2
,93.8,1.2,2.1,2.7,1373.15,0.2
,93.5,1.2,2.1,3,1373.15,0.2
,96.2,1.2,2.4,0,1373.15,0.2
,95.9,1.2,2.4,0.3,1373.15,0.2
,95.6,1.2,2.4,0.6,1373.15,0.2
,95.3,1.2,2.4,0.9,1373.15,0.2
,95,1.2,2.4,1.2,1373.15,0.2
,94.7,1.2,2.4,1.5,1373.15,0.2
,94.4,1.2,2.4,1.8,1373.15,0.2
,94.1,1.2,2.4,2.1,1373.15,0.2
,93.8,1.2,2.4,2.4,1373.15,0.2
,93.5,1.2,2.4,2.7,1373.15,0.2
,93.2,1.2,2.4,3,1373.15,0.2
,95.9,1.2,2.7,0,1373.15,0.2
,95.6,1.2,2.7,0.3,1373.15,0.2
,95.3,1.2,2.7,0.6,1373.15,0.2
,95,1.2,2.7,0.9,1373.15,0.2
,94.7,1.2,2.7,1.2,1373.15,0.2
,94.4,1.2,2.7,1.5,1373.15,0.2
,94.1,1.2,2.7,1.8,1373.15,0.2
,93.8,1.2,2.7,2.1,1373.15,0.2
,93.5,1.2,2.7,2.4,1373.15,0.2
,93.2,1.2,2.7,2.7,1373.15,0.2
,92.9,1.2,2.7,3,1373.15,0.2
,95.6,1.2,3,0,1373.15,0.2
,95.3,1.2,3,0.3,1373.15,0.2
,95,1.2,3,0.6,1373.15,0.2
,94.7,1.2,3,0.9,1373.15,0.2
,94.4,1.2,3,1.2,1373.15,0.2
,94.1,1.2,3,1.5,1373.15,0.2
,93.8,1.2,3,1.8,1373.15,0.2
,93.5,1.2,3,2.1,1373.15,0.2
,93.2,1.2,3,2.4,1373.15,0.2
,92.9,1.2,3,2.7,1373.15,0.2
,92.6,1.2,3,3,1373.15,0.2
1186.49768,98.3,1.5,0,0,1373.15,0.2
1172.41217,98,1.5,0,0.3,1373.15,0.2
1159.01,97.7,1.5,0,0.6,1373.15,0.2
1146.22784,97.4,1.5,0,0.9,1373.15,0.2
1134.01159,97.1,1.5,0,1.2,1373.15,0.2
1122.31462,96.8,1.5,0,1.5,1373.15,0.2
1111.09633,96.5,1.5,0,1.8,1373.15,0.2
1100.32116,96.2,1.5,0,2.1,1373.15,0.2
1089.95773,95.9,1.5,0,2.4,1373.15,0.2
1770.60869,95.6,1.5,0,2.7,1373.15,0.2
1773.28416,95.3,1.5,0,3,1373.15,0.2
1228.75213,98,1.5,0.3,0,1373.15,0.2
1213.01962,97.7,1.5,0.3,0.3,1373.15,0.2
1198.14901,97.4,1.5,0.3,0.6,1373.15,0.2
1184.04616,97.1,1.5,0.3,0.9,1373.15,0.2
1170.63334,96.8,1.5,0.3,1.2,1373.15,0.2
1157.84537,96.5,1.5,0.3,1.5,1373.15,0.2
1145.62679,96.2,1.5,0.3,1.8,1373.15,0.2
1133.92989,95.9,1.5,0.3,2.1,1373.15,0.2
1122.71326,95.6,1.5,0.3,2.4,1373.15,0.2
1111.94066,95.3,1.5,0.3,2.7,1373.15,0.2
1101.58022,95,1.5,0.3,3,1373.15,0.2
1275.95657,97.7,1.5,0.6,0,1373.15,0.2
1257.65688,97.4,1.5,0.6,0.3,1373.15,0.2
1240.56667,97.1,1.5,0.6,0.6,1373.15,0.2
1224.51436,96.8,1.5,0.6,0.9,1373.15,0.2
1209.36768,96.5,1.5,0.6,1.2,1373.15,0.2
1195.02158,96.2,1.5,0.6,1.5,1373.15,0.2
1181.39058,95.9,1.5,0.6,1.8,1373.15,0.2
1168.40378,95.6,1.5,0.6,2.1,1373.15,0.2
1156.00147,95.3,1.5,0.6,2.4,1373.15,0.2
1144.13265,95,1.5,0.6,2.7,1373.15,0.2
1132.75337,94.7,1.5,0.6,3,1373.15,0.2
1334.67232,97.4,1.5,0.9,0,1373.15,0.2
1311.42053,97.1,1.5,0.9,0.3,1373.15,0.2
1290.3925,96.8,1.5,0.9,0.6,1373.15,0.2
1271.09063,96.5,1.5,0.9,0.9,1373.15,0.2
1253.18961,96.2,1.5,0.9,1.2,1373.15,0.2
1236.46119,95.9,1.5,0.9,1.5,1373.15,0.2
1220.73671,95.6,1.5,0.9,1.8,1373.15,0.2
1205.88662,95.3,1.5,0.9,2.1,1373.15,0.2
1191.80832,95,1.5,0.9,2.4,1373.15,0.2
1178.41855,94.7,1.5,0.9,2.7,1373.15,0.2
1165.64847,94.4,1.5,0.9,3,1373.15,0.2
1441.35521,97.1,1.5,1.2,0,1373.15,0.2
1392.53537,96.8,1.5,1.2,0.3,1373.15,0.2
1359.30461,96.5,1.5,1.2,0.6,1373.15,0.2
1332.06159,96.2,1.5,1.2,0.9,1373.15,0.2
1308.35443,95.9,1.5,1.2,1.2,1373.15,0.2
1287.09475,95.6,1.5,1.2,1.5,1373.15,0.2
1267.68067,95.3,1.5,1.2,1.8,1373.15,0.2
1249.73482,95,1.5,1.2,2.1,1373.15,0.2
1233.00019,94.7,1.5,1.2,2.4,1373.15,0.2
1217.29119,94.4,1.5,1.2,2.7,1373.15,0.2
1202.46782,94.1,1.5,1.2,3,1373.15,0.2
,96.8,1.5,1.5,0,1373.15,0.2
,96.5,1.5,1.5,0.3,1373.15,0.2
,96.2,1.5,1.5,0.6,1373.15,0.2
,95.9,1.5,1.5,0.9,1373.15,0.2
1407.16919,95.6,1.5,1.5,1.2,1373.15,0.2
1364.67621,95.3,1.5,1.5,1.5,1373.15,0.2
1333.95822,95,1.5,1.5,1.8,1373.15,0.2
1308.39542,94.7,1.5,1.5,2.1,1373.15,0.2
1285.98944,94.4,1.5,1.5,2.4,1373.15,0.2
1265.80538,94.1,1.5,1.5,2.7,1373.15,0.2
1247.31199,93.8,1.5,1.5,3,1373.15,0.2
,96.5,1.5,1.8,0,1373.15,0.2
,96.2,1.5,1.8,0.3,1373.15,0.2
,95.9,1.5,1.8,0.6,1373.15,0.2
,95.6,1.5,1.8,0.9,1373.15,0.2
,95.3,1.5,1.8,1.2,1373.15,0.2
,95,1.5,1.8,1.5,1373.15,0.2
,94.7,1.5,1.8,1.8,1373.15,0.2
,94.4,1.5,1.8,2.1,1373.15,0.2
1387.5443,94.1,1.5,1.8,2.4,1373.15,0.2
1343.56505,93.8,1.5,1.8,2.7,1373.15,0.2
1313.01351,93.5,1.5,1.8,3,1373.15,0.2
,96.2,1.5,2.1,0,1373.15,0.2
,95.9,1.5,2.1,0.3,1373.15,0.2
,95.6,1.5,2.1,0.6,1373.15,0.2
,95.3,1.5,2.1,0.9,1373.15,0.2
,95,1.5,2.1,1.2,1373.15,0.2
,94.7,1.5,2.1,1.5,1373.15,0.2
,94.4,1.5,2.1,1.8,1373.15,0.2
,94.1,1.5,2.1,2.1,1373.15,0.2
,93.8,1.5,2.1,2.4,1373.15,0.2
,93.5,1.5,2.1,2.7,1373.15,0.2
,93.2,1.5,2.1,3,1373.15,0.2
,95.9,1.5,2.4,0,1373.15,0.2
,95.6,1.5,2.4,0.3,1373.15,0.2
,95.3,1.5,2.4,0.6,1373.15,0.2
,95,1.5,2.4,0.9,1373.15,0.2
,94.7,1.5,2.4,1.2,1373.15,0.2
,94.4,1.5,2.4,1.5,1373.15,0.2
,94.1,1.5,2.4,1.8,1373.15,0.2
,93.8,1.5,2.4,2.1,1373.15,0.2
,93.5,1.5,2.4,2.4,1373.15,0.2
,93.2,1.5,2.4,2.7,1373.15,0.2
,92.9,1.5,2.4,3,1373.15,0.2
,95.6,1.5,2.7,0,1373.15,0.2
,95.3,1.5,2.7,0.3,1373.15,0.2
,95,1.5,2.7,0.6,1373.15,0.2
,94.7,1.5,2.7,0.9,1373.15,0.2
,94.4,1.5,2.7,1.2,1373.15,0.2
,94.1,1.5,2.7,1.5,1373.15,0.2
,93.8,1.5,2.7,1.8,1373.15,0.2
,93.5,1.5,2.7,2.1,1373.15,0.2
,93.2,1.5,2.7,2.4,1373.15,0.2
,92.9,1.5,2.7,2.7,1373.15,0.2
,92.6,1.5,2.7,3,1373.15,0.2
,95.3,1.5,3,0,1373.15,0.2
,95,1.5,3,0.3,1373.15,0.2
,94.7,1.5,3,0.6,1373.15,0.2
,94.4,1.5,3,0.9,1373.15,0.2
,94.1,1.5,3,1.2,1373.15,0.2
,93.8,1.5,3,1.5,1373.15,0.2
,93.5,1.5,3,1.8,1373.15,0.2
,93.2,1.5,3,2.1,1373.15,0.2
,92.9,1.5,3,2.4,1373.15,0.2
,92.6,1.5,3,2.7,1373.15,0.2
,92.3,1.5,3,3,1373.15,0.2
1205.9007,98,1.8,0,0,1373.15,0.2
1190.46925,97.7,1.8,0,0.3,1373.15,0.2
1175.84967,97.4,1.8,0,0.6,1373.15,0.2
1161.95714,97.1,1.8,0,0.9,1373.15,0.2
1148.72098,96.8,1.8,0,1.2,1373.15,0.2
1136.08142,96.5,1.8,0,1.5,1373.15,0.2
1123.98735,96.2,1.8,0,1.8,1373.15,0.2
1112.39461,95.9,1.8,0,2.1,1373.15,0.2
1101.26474,95.6,1.8,0,2.4,1373.15,0.2
1090.56403,95.3,1.8,0,2.7,1373.15,0.2
1766.51562,95,1.8,0,3,1373.15,0.2
1251.22136,97.7,1.8,0.3,0,1373.15,0.2
1233.69045,97.4,1.8,0.3,0.3,1373.15,0.2
1217.23716,97.1,1.8,0.3,0.6,1373.15,0.2
1201.72315,96.8,1.8,0.3,0.9,1373.15,0.2
1187.03867,96.5,1.8,0.3,1.2,1373.15,0.2
1173.09457,96.2,1.8,0.3,1.5,1373.15,0.2
1159.81703,95.9,1.8,0.3,1.8,1373.15,0.2
1147.14397,95.6,1.8,0.3,2.1,1373.15,0.2
1135.02248,95.3,1.8,0.3,2.4,1373.15,0.2
1123.40703,95,1.8,0.3,2.7,1373.15,0.2
1112.25802,94.7,1.8,0.3,3,1373.15,0.2
1304.11365,97.4,1.8,0.6,0,1373.15,0.2
1283.00651,97.1,1.8,0.6,0.3,1373.15,0.2
1263.58643,96.8,1.8,0.6,0.6,1373.15,0.2
1245.54907,96.5,1.8,0.6,0.9,1373.15,0.2
1228.67736,96.2,1.8,0.6,1.2,1373.15,0.2
1212.80892,95.9,1.8,0.6,1.5,1373.15,0.2
1197.81783,95.6,1.8,0.6,1.8,1373.15,0.2
1183.60361,95.3,1.8,0.6,2.1,1373.15,0.2
1170.08425,95,1.8,0.6,2.4,1373.15,0.2
1157.1916,94.7,1.8,0.6,2.7,1373.15,0.2
1144.8682,94.4,1.8,0.6,3,1373.15,0.2
1377.24146,97.1,1.8,0.9,0,1373.15,0.2
1347.06894,96.8,1.8,0.9,0.3,1373.15,0.2
1321.29642,96.5,1.8,0.9,0.6,1373.15,0.2
1298.42771,96.2,1.8,0.9,0.9,1373.15,0.2
1277.69021,95.9,1.8,0.9,1.2,1373.15,0.2
1258.61913,95.6,1.8,0.9,1.5,1373.15,0.2
1240.90661,95.3,1.8,0.9,1.8,1373.15,0.2
1224.33466,95,1.8,0.9,2.1,1373.15,0.2
1208.74124,94.7,1.8,0.9,2.4,1373.15,0.2
1194.00134,94.4,1.8,0.9,2.7,1373.15,0.2
1180.01565,94.1,1.8,0.9,3,1373.15,0.2
,96.8,1.8,1.2,0,1373.15,0.2
,96.5,1.8,1.2,0.3,1373.15,0.2
1423.41215,96.2,1.8,1.2,0.6,1373.15,0.2
1377.78325,95.9,1.8,1.2,0.9,1373.15,0.2
1345.41766,95.6,1.8,1.2,1.2,1373.15,0.2
1318.63401,95.3,1.8,1.2,1.5,1373.15,0.2
1295.22997,95,1.8,1.2,1.8,1373.15,0.2
1274.19268,94.7,1.8,1.2,2.1,1373.15,0.2
1254.95157,94.4,1.8,1.2,2.4,1373.15,0.2
1237.14484,94.1,1.8,1.2,2.7,1373.15,0.2
1220.52426,93.8,1.8,1.2,3,1373.15,0.2
,96.5,1.8,1.5,0,1373.15,0.2
,96.2,1.8,1.5,0.3,1373.15,0.2
,95.9,1.8,1.5,0.6,1373.15,0.2
,95.6,1.8,1.5,0.9,1373.15,0.2
,95.3,1.8,1.5,1.2,1373.15,0.2
,95,1.8,1.5,1.5,1373.15,0.2
1391.12674,94.7,1.8,1.5,1.8,1373.15,0.2
1350.32361,94.4,1.8,1.5,2.1,1373.15,0.2
1320.15706,94.1,1.8,1.5,2.4,1373.15,0.2
1294.89696,93.8,1.8,1.5,2.7,1373.15,0.2
1272.69229,93.5,1.8,1.5,3,1373.15,0.2
,96.2,1.8,1.8,0,1373.15,0.2
,95.9,1.8,1.8,0.3,1373.15,0.2
,95.6,1.8,1.8,0.6,1373.15,0.2
,95.3,1.8,1.8,0.9,1373.15,0.2
,95,1.8,1.8,1.2,1373.15,0.2
,94.7,1.8,1.8,1.5,1373.15,0.2
,94.4,1.8,1.8,1.8,1373.15,0.2
,94.1,1.8,1.8,2.1,1373.15,0.2
,93.8,1.8,1.8,2.4,1373.15,0.2
,93.5,1.8,1.8,2.7,1373.15,0.2
1370.74419,93.2,1.8,1.8,3,1373.15,0.2
,95.9,1.8,2.1,0,1373.15,0.2
,95.6,1.8,2.1,0.3,1373.15,0.2
,95.3,1.8,2.1,0.6,1373.15,0.2
,95,1.8,2.1,0.9,1373.15,0.2
,94.7,1.8,2.1,1.2,1373.15,0.2
,94.4,1.8,2.1,1.5,1373.15,0.2
,94.1,1.8,2.1,1.8,1373.15,0.2
,93.8,1.8,2.1,2.1,1373.15,0.2
,93.5,1.8,2.1,2.4,1373.15,0.2
,93.2,1.8,2.1,2.7,1373.15,0.2
,92.9,1.8,2.1,3,1373.15,0.2
,95.6,1.8,2.4,0,1373.15,0.2
,95.3,1.8,2.4,0.3,1373.15,0.2
,95,1.8,2.4,0.6,1373.15,0.2
,94.7,1.8,2.4,0.9,1373.15,0.2
,94.4,1.8,2.4,1.2,1373.15,0.2
,94.1,1.8,2.4,1.5,1373.15,0.2
,93.8,1.8,2.4,1.8,1373.15,0.2
,93.5,1.8,2.4,2.1,1373.15,0.2
,93.2,1.8,2.4,2.4,1373.15,0.2
,92.9,1.8,2.4,2.7,1373.15,0.2
,92.6,1.8,2.4,3,1373.15,0.2
,95.3,1.8,2.7,0,1373.15,0.2
,95,1.8,2.7,0.3,1373.15,0.2
,94.7,1.8,2.7,0.6,1373.15,0.2
,94.4,1.8,2.7,0.9,1373.15,0.2
,94.1,1.8,2.7,1.2,1373.15,0.2
,93.8,1.8,2.7,1.5,1373.15,0.2
,93.5,1.8,2.7,1.8,1373.15,0.2
,93.2,1.8,2.7,2.1,1373.15,0.2
,92.9,1.8,2.7,2.4,1373.15,0.2
,92.6,1.8,2.7,2.7,1373.15,0.2
,92.3,1.8,2.7,3,1373.15,0.2
,95,1.8,3,0,1373.15,0.2
,94.7,1.8,3,0.3,1373.15,0.2
,94.4,1.8,3,0.6,1373.15,0.2
,94.1,1.8,3,0.9,1373.15,0.2
,93.8,1.8,3,1.2,1373.15,0.2
,93.5,1.8,3,1.5,1373.15,0.2
,93.2,1.8,3,1.8,1373.15,0.2
,92.9,1.8,3,2.1,1373.15,0.2
,92.6,1.8,3,2.4,1373.15,0.2
,92.3,1.8,3,2.7,1373.15,0.2
,92,1.8,3,3,1373.15,0.2
1228.03335,97.7,2.1,0,0,1373.15,0.2
1210.98528,97.4,2.1,0,0.3,1373.15,0.2
1194.92708,97.1,2.1,0,0.6,1373.15,0.2
1179.73978,96.8,2.1,0,0.9,1373.15,0.2
1165.32734,96.5,2.1,0,1.2,1373.15,0.2
1151.61072,96.2,2.1,0,1.5,1373.15,0.2
1138.52379,95.9,2.1,0,1.8,1373.15,0.2
1126.01047,95.6,2.1,0,2.1,1373.15,0.2
1114.0227,95.3,2.1,0,2.4,1373.15,0.2
1102.5189,95,2.1,0,2.7,1373.15,0.2
1091.46282,94.7,2.1,0,3,1373.15,0.2
1277.8311,97.4,2.1,0.3,0,1373.15,0.2
1257.95657,97.1,2.1,0.3,0.3,1373.15,0.2
1239.50259,96.8,2.1,0.3,0.6,1373.15,0.2
1222.24618,96.5,2.1,0.3,0.9,1373.15,0.2
1206.02045,96.2,2.1,0.3,1.2,1373.15,0.2
1190.69597,95.9,2.1,0.3,1.5,1373.15,0.2
1176.16946,95.6,2.1,0.3,1.8,1373.15,0.2
1162.3567,95.3,2.1,0.3,2.1,1373.15,0.2
1149.18773,95,2.1,0.3,2.4,1373.15,0.2
1136.6036,94.7,2.1,0.3,2.7,1373.15,0.2
1124.55401,94.4,2.1,0.3,3,1373.15,0.2
1339.98821,97.1,2.1,0.6,0,1373.15,0.2
1314.47183,96.8,2.1,0.6,0.3,1373.15,0.2
1291.665,96.5,2.1,0.6,0.6,1373.15,0.2
1270.89354,96.2,2.1,0.6,0.9,1373.15,0.2
1251.73762,95.9,2.1,0.6,1.2,1373.15,0.2
1233.91254,95.6,2.1,0.6,1.5,1373.15,0.2
1217.21327,95.3,2.1,0.6,1.8,1373.15,0.2
1201.48547,95,2.1,0.6,2.1,1373.15,0.2
1186.60883,94.7,2.1,0.6,2.4,1373.15,0.2
1172.48709,94.4,2.1,0.6,2.7,1373.15,0.2
1159.04153,94.1,2.1,0.6,3,1373.15,0.2
1466.32381,96.8,2.1,0.9,0,1373.15,0.2
1400.9035,96.5,2.1,0.9,0.3,1373.15,0.2
1363.79058,96.2,2.1,0.9,0.6,1373.15,0.2
1334.23306,95.9,2.1,0.9,0.9,1373.15,0.2
1308.83946,95.6,2.1,0.9,1.2,1373.15,0.2
1286.23582,95.3,2.1,0.9,1.5,1373.15,0.2
1265.69613,95,2.1,0.9,1.8,1373.15,0.2
1246.77771,94.7,2.1,0.9,2.1,1373.15,0.2
1229.18483,94.4,2.1,0.9,2.4,1373.15,0.2
1212.70695,94.1,2.1,0.9,2.7,1373.15,0.2
1197.18696,93.8,2.1,0.9,3,1373.15,0.2
,96.5,2.1,1.2,0,1373.15,0.2
,96.2,2.1,1.2,0.3,1373.15,0.2
,95.9,2.1,1.2,0.6,1373.15,0.2
,95.6,2.1,1.2,0.9,1373.15,0.2
1409.28594,95.3,2.1,1.2,1.2,1373.15,0.2
1364.92382,95,2.1,1.2,1.5,1373.15,0.2
1332.93595,94.7,2.1,1.2,1.8,1373.15,0.2
1306.35346,94.4,2.1,1.2,2.1,1373.15,0.2
1283.079,94.1,2.1,1.2,2.4,1373.15,0.2
1262.13224,93.8,2.1,1.2,2.7,1373.15,0.2
1242.95631,93.5,2.1,1.2,3,1373.15,0.2
,96.2,2.1,1.5,0,1373.15,0.2
,95.9,2.1,1.5,0.3,1373.15,0.2
,95.6,2.1,1.5,0.6,1373.15,0.2
,95.3,2.1,1.5,0.9,1373.15,0.2
,95,2.1,1.5,1.2,1373.15,0.2
,94.7,2.1,1.5,1.5,1373.15,0.2
,94.4,2.1,1.5,1.8,1373.15,0.2
,94.1,2.1,1.5,2.1,1373.15,0.2
1378.52824,93.8,2.1,1.5,2.4,1373.15,0.2
1337.95656,93.5,2.1,1.5,2.7,1373.15,0.2
1307.84216,93.2,2.1,1.5,3,1373.15,0.2
,95.9,2.1,1.8,0,1373.15,0.2
,95.6,2.1,1.8,0.3,1373.15,0.2
,95.3,2.1,1.8,0.6,1373.15,0.2
,95,2.1,1.8,0.9,1373.15,0.2
,94.7,2.1,1.8,1.2,1373.15,0.2
,94.4,2.1,1.8,1.5,1373.15,0.2
,94.1,2.1,1.8,1.8,1373.15,0.2
,93.8,2.1,1.8,2.1,1373.15,0.2
,93.5,2.1,1.8,2.4,1373.15,0.2
,93.2,2.1,1.8,2.7,1373.15,0.2
,92.9,2.1,1.8,3,1373.15,0.2
,95.6,2.1,2.1,0,1373.15,0.2
,95.3,2.1,2.1,0.3,1373.15,0.2
,95,2.1,2.1,0.6,1373.15,0.2
,94.7,2.1,2.1,0.9,1373.15,0.2
,94.4,2.1,2.1,1.2,1373.15,0.2
,94.1,2.1,2.1,1.5,1373.15,0.2
,93.8,2.1,2.1,1.8,1373.15,0.2
,93.5,2.1,2.1,2.1,1373.15,0.2
,93.2,2.1,2.1,2.4,1373.15,0.2
,92.9,2.1,2.1,2.7,1373.15,0.2
,92.6,2.1,2.1,3,1373.15,0.2
,95.3,2.1,2.4,0,1373.15,0.2
,95,2.1,2.4,0.3,1373.15,0.2
,94.7,2.1,2.4,0.6,1373.15,0.2
,94.4,2.1,2.4,0.9,1373.15,0.2
,94.1,2.1,2.4,1.2,1373.15,0.2
,93.8,2.1,2.4,1.5,1373.15,0.2
,93.5,2.1,2.4,1.8,1373.15,0.2
,93.2,2.1,2.4,2.1,1373.15,0.2
,92.9,2.1,2.4,2.4,1373.15,0.2
,92.6,2.1,2.4,2.7,1373.15,0.2
,92.3,2.1,2.4,3,1373.15,0.2
,95,2.1,2.7,0,1373.15,0.2
,94.7,2.1,2.7,0.3,1373.15,0.2
,94.4,2.1,2.7,0.6,1373.15,0.2
,94.1,2.1,2.7,0.9,1373.15,0.2
,93.8,2.1,2.7,1.2,1373.15,0.2
,93.5,2.1,2.7,1.5,1373.15,0.2
,93.2,2.1,2.7,1.8,1373.15,0.2
,92.9,2.1,2.7,2.1,1373.15,0.2
,92.6,2.1,2.7,2.4,1373.15,0.2
,92.3,2.1,2.7,2.7,1373.15,0.2
,92,2.1,2.7,3,1373.15,0.2
,94.7,2.1,3,0,1373.15,0.2
,94.4,2.1,3,0.3,1373.15,0.2
,94.1,2.1,3,0.6,1373.15,0.2
,93.8,2.1,3,0.9,1373.15,0.2
,93.5,2.1,3,1.2,1373.15,0.2
,93.2,2.1,3,1.5,1373.15,0.2
,92.9,2.1,3,1.8,1373.15,0.2
,92.6,2.1,3,2.1,1373.15,0.2
,92.3,2.1,3,2.4,1373.15,0.2
,92,2.1,3,2.7,1373.15,0.2
,91.7,2.1,3,3,1373.15,0.2
1253.99016,97.4,2.4,0,0,1373.15,0.2
1234.87809,97.1,2.4,0,0.3,1373.15,0.2
1217.02839,96.8,2.4,0,0.6,1373.15,0.2
1200.2604,96.5,2.4,0,0.9,1373.15,0.2
1184.43496,96.2,2.4,0,1.2,1373.15,0.2
1169.44175,95.9,2.4,0,1.5,1373.15,0.2
1155.19127,95.6,2.4,0,1.8,1373.15,0.2
1141.60951,95.3,2.4,0,2.1,1373.15,0.2
1128.63439,95,2.4,0,2.4,1373.15,0.2
1116.21313,94.7,2.4,0,2.7,1373.15,0.2
1104.30043,94.4,2.4,0,3,1373.15,0.2
1310.75294,97.1,2.4,0.3,0,1373.15,0.2
1287.47616,96.8,2.4,0.3,0.3,1373.15,0.2
1266.26816,96.5,2.4,0.3,0.6,1373.15,0.2
1246.7055,96.2,2.4,0.3,0.9,1373.15,0.2
1228.50001,95.9,2.4,0.3,1.2,1373.15,0.2
1211.44367,95.6,2.4,0.3,1.5,1373.15,0.2
1195.37959,95.3,2.4,0.3,1.8,1373.15,0.2
1180.18541,95,2.4,0.3,2.1,1373.15,0.2
1165.76314,94.7,2.4,0.3,2.4,1373.15,0.2
1152.03263,94.4,2.4,0.3,2.7,1373.15,0.2
1138.92718,94.1,2.4,0.3,3,1373.15,0.2
1391.93962,96.8,2.4,0.6,0,1373.15,0.2
1356.83604,96.5,2.4,0.6,0.3,1373.15,0.2
1327.97409,96.2,2.4,0.6,0.6,1373.15,0.2
1302.84324,95.9,2.4,0.6,0.9,1373.15,0.2
1280.31028,95.6,2.4,0.6,1.2,1373.15,0.2
