A3	Mass percent Fe	Mass percent Si	Mass percent Al	Mass percent Mn	Temperature [°C]	Mass percent C
880.34581	95.30000	0.90000	0.90000	2.70000	800.00000	0.20000
869.42022	95.00000	0.90000	0.90000	3.00000	800.00000	0.20000
1062.40420	97.70000	0.90000	1.20000	0.00000	800.00000	0.20000
1040.65948	97.40000	0.90000	1.20000	0.30000	800.00000	0.20000
1020.84940	97.10000	0.90000	1.20000	0.60000	800.00000	0.20000
1002.56411	96.80000	0.90000	1.20000	0.90000	800.00000	0.20000
985.52970	96.50000	0.90000	1.20000	1.20000	800.00000	0.20000
969.55095	96.20000	0.90000	1.20000	1.50000	800.00000	0.20000
954.48198	95.90000	0.90000	1.20000	1.80000	800.00000	0.20000
940.20971	95.60000	0.90000	1.20000	2.10000	800.00000	0.20000
926.64397	95.30000	0.90000	1.20000	2.40000	800.00000	0.20000
913.71113	95.00000	0.90000	1.20000	2.70000	800.00000	0.20000
901.35001	94.70000	0.90000	1.20000	3.00000	800.00000	0.20000
	97.40000	0.90000	1.50000	0.00000	800.00000	0.20000
1123.16535	97.10000	0.90000	1.50000	0.30000	800.00000	0.20000
1090.62849	96.80000	0.90000	1.50000	0.60000	800.00000	0.20000
1064.10056	96.50000	0.90000	1.50000	0.90000	800.00000	0.20000
1041.04286	96.20000	0.90000	1.50000	1.20000	800.00000	0.20000
1020.36102	95.90000	0.90000	1.50000	1.50000	800.00000	0.20000
1001.45937	95.60000	0.90000	1.50000	1.80000	800.00000	0.20000
983.96830	95.30000	0.90000	1.50000	2.10000	800.00000	0.20000
967.63804	95.00000	0.90000	1.50000	2.40000	800.00000	0.20000
952.28931	94.70000	0.90000	1.50000	2.70000	800.00000	0.20000
937.78751	94.40000	0.90000	1.50000	3.00000	800.00000	0.20000
	97.10000	0.90000	1.80000	0.00000	800.00000	0.20000
	96.80000	0.90000	1.80000	0.30000	800.00000	0.20000
	96.50000	0.90000	1.80000	0.60000	800.00000	0.20000
	96.20000	0.90000	1.80000	0.90000	800.00000	0.20000
	95.90000	0.90000	1.80000	1.20000	800.00000	0.20000
1104.52819	95.60000	0.90000	1.80000	1.50000	800.00000	0.20000
1071.48302	95.30000	0.90000	1.80000	1.80000	800.00000	0.20000
1045.07676	95.00000	0.90000	1.80000	2.10000	800.00000	0.20000
1022.31431	94.70000	0.90000	1.80000	2.40000	800.00000	0.20000
1001.98451	94.40000	0.90000	1.80000	2.70000	800.00000	0.20000
983.44886	94.10000	0.90000	1.80000	3.00000	800.00000	0.20000
	96.80000	0.90000	2.10000	0.00000	800.00000	0.20000
	96.50000	0.90000	2.10000	0.30000	800.00000	0.20000
	96.20000	0.90000	2.10000	0.60000	800.00000	0.20000
	95.90000	0.90000	2.10000	0.90000	800.00000	0.20000
	95.60000	0.90000	2.10000	1.20000	800.00000	0.20000
	95.30000	0.90000	2.10000	1.50000	800.00000	0.20000
	95.00000	0.90000	2.10000	1.80000	800.00000	0.20000
	94.70000	0.90000	2.10000	2.10000	800.00000	0.20000
	94.40000	0.90000	2.10000	2.40000	800.00000	0.20000
1093.48378	94.10000	0.90000	2.10000	2.70000	800.00000	0.20000
1056.17941	93.80000	0.90000	2.10000	3.00000	800.00000	0.20000
	96.50000	0.90000	2.40000	0.00000	800.00000	0.20000
	96.20000	0.90000	2.40000	0.30000	800.00000	0.20000
	95.90000	0.90000	2.40000	0.60000	800.00000	0.20000
	95.60000	0.90000	2.40000	0.90000	800.00000	0.20000
	95.30000	0.90000	2.40000	1.20000	800.00000	0.20000
	95.00000	0.90000	2.40000	1.50000	800.00000	0.20000
	94.70000	0.90000	2.40000	1.80000	800.00000	0.20000
	94.40000	0.90000	2.40000	2.10000	800.00000	0.20000
	94.10000	0.90000	2.40000	2.40000	800.00000	0.20000
	93.80000	0.90000	2.40000	2.70000	800.00000	0.20000
	93.50000	0.90000	2.40000	3.00000	800.00000	0.20000
	96.20000	0.90000	2.70000	0.00000	800.00000	0.20000
	95.90000	0.90000	2.70000	0.30000	800.00000	0.20000
	95.60000	0.90000	2.70000	0.60000	800.00000	0.20000
	95.30000	0.90000	2.70000	0.90000	800.00000	0.20000
	95.00000	0.90000	2.70000	1.20000	800.00000	0.20000
	94.70000	0.90000	2.70000	1.50000	800.00000	0.20000
	94.40000	0.90000	2.70000	1.80000	800.00000	0.20000
	94.10000	0.90000	2.70000	2.10000	800.00000	0.20000
	93.80000	0.90000	2.70000	2.40000	800.00000	0.20000
	93.50000	0.90000	2.70000	2.70000	800.00000	0.20000
	93.20000	0.90000	2.70000	3.00000	800.00000	0.20000
	95.90000	0.90000	3.00000	0.00000	800.00000	0.20000
	95.60000	0.90000	3.00000	0.30000	800.00000	0.20000
	95.30000	0.90000	3.00000	0.60000	800.00000	0.20000
	95.00000	0.90000	3.00000	0.90000	800.00000	0.20000
	94.70000	0.90000	3.00000	1.20000	800.00000	0.20000
	94.40000	0.90000	3.00000	1.50000	800.00000	0.20000
	94.10000	0.90000	3.00000	1.80000	800.00000	0.20000
	93.80000	0.90000	3.00000	2.10000	800.00000	0.20000
	93.50000	0.90000	3.00000	2.40000	800.00000	0.20000
	93.20000	0.90000	3.00000	2.70000	800.00000	0.20000
	92.90000	0.90000	3.00000	3.00000	800.00000	0.20000
895.92922	98.60000	1.20000	0.00000	0.00000	800.00000	0.20000
883.01958	98.30000	1.20000	0.00000	0.30000	800.00000	0.20000
870.69271	98.00000	1.20000	0.00000	0.60000	800.00000	0.20000
858.90010	97.70000	1.20000	0.00000	0.90000	800.00000	0.20000
847.59956	97.40000	1.20000	0.00000	1.20000	800.00000	0.20000
836.75410	97.10000	1.20000	0.00000	1.50000	800.00000	0.20000
826.33112	96.80000	1.20000	0.00000	1.80000	800.00000	0.20000
816.30168	96.50000	1.20000	0.00000	2.10000	800.00000	0.20000
806.64001	96.20000	1.20000	0.00000	2.40000	800.00000	0.20000
797.32313	95.90000	1.20000	0.00000	2.70000	800.00000	0.20000
788.33040	95.60000	1.20000	0.00000	3.00000	800.00000	0.20000
936.03960	98.30000	1.20000	0.30000	0.00000	800.00000	0.20000
921.78744	98.00000	1.20000	0.30000	0.30000	800.00000	0.20000
908.24426	97.70000	1.20000	0.30000	0.60000	800.00000	0.20000
895.34250	97.40000	1.20000	0.30000	0.90000	800.00000	0.20000
883.02480	97.10000	1.20000	0.30000	1.20000	800.00000	0.20000
871.24184	96.80000	1.20000	0.30000	1.50000	800.00000	0.20000
859.95081	96.50000	1.20000	0.30000	1.80000	800.00000	0.20000
849.11426	96.20000	1.20000	0.30000	2.10000	800.00000	0.20000
838.69917	95.90000	1.20000	0.30000	2.40000	800.00000	0.20000
828.67628	95.60000	1.20000	0.30000	2.70000	800.00000	0.20000
819.01965	95.30000	1.20000	0.30000	3.00000	800.00000	0.20000
979.38396	98.00000	1.20000	0.60000	0.00000	800.00000	0.20000
963.15118	97.70000	1.20000	0.60000	0.30000	800.00000	0.20000
947.84709	97.40000	1.20000	0.60000	0.60000	800.00000	0.20000
933.36290	97.10000	1.20000	0.60000	0.90000	800.00000	0.20000
919.61040	96.80000	1.20000	0.60000	1.20000	800.00000	0.20000
906.51658	96.50000	1.20000	0.60000	1.50000	800.00000	0.20000
894.02003	96.20000	1.20000	0.60000	1.80000	800.00000	0.20000
882.06835	95.90000	1.20000	0.60000	2.10000	800.00000	0.20000
870.61637	95.60000	1.20000	0.60000	2.40000	800.00000	0.20000
859.62474	95.30000	1.20000	0.60000	2.70000	800.00000	0.20000
849.05898	95.00000	1.20000	0.60000	3.00000	800.00000	0.20000
1030.21360	97.70000	1.20000	0.90000	0.00000	800.00000	0.20000
1010.67143	97.40000	1.20000	0.90000	0.30000	800.00000	0.20000
992.56856	97.10000	1.20000	0.90000	0.60000	800.00000	0.20000
975.66668	96.80000	1.20000	0.90000	0.90000	800.00000	0.20000
959.79095	96.50000	1.20000	0.90000	1.20000	800.00000	0.20000
944.80776	96.20000	1.20000	0.90000	1.50000	800.00000	0.20000
930.61167	95.90000	1.20000	0.90000	1.80000	800.00000	0.20000
917.11734	95.60000	1.20000	0.90000	2.10000	800.00000	0.20000
904.25427	95.30000	1.20000	0.90000	2.40000	800.00000	0.20000
891.96328	95.00000	1.20000	0.90000	2.70000	800.00000	0.20000
880.19395	94.70000	1.20000	0.90000	3.00000	800.00000	0.20000
1100.74152	97.40000	1.20000	1.20000	0.00000	800.00000	0.20000
1072.93390	97.10000	1.20000	1.20000	0.30000	800.00000	0.20000
1048.85646	96.80000	1.20000	1.20000	0.60000	800.00000	0.20000
1027.32131	96.50000	1.20000	1.20000	0.90000	800.00000	0.20000
1007.68709	96.20000	1.20000	1.20000	1.20000	800.00000	0.20000
989.55751	95.90000	1.20000	1.20000	1.50000	800.00000	0.20000
972.66534	95.60000	1.20000	1.20000	1.80000	800.00000	0.20000
956.81890	95.30000	1.20000	1.20000	2.10000	800.00000	0.20000
941.87431	95.00000	1.20000	1.20000	2.40000	800.00000	0.20000
927.71964	94.70000	1.20000	1.20000	2.70000	800.00000	0.20000
914.26544	94.40000	1.20000	1.20000	3.00000	800.00000	0.20000
	97.10000	1.20000	1.50000	0.00000	800.00000	0.20000
	96.80000	1.20000	1.50000	0.30000	800.00000	0.20000
	96.50000	1.20000	1.50000	0.60000	800.00000	0.20000
1107.18359	96.20000	1.20000	1.50000	0.90000	800.00000	0.20000
1075.58325	95.90000	1.20000	1.50000	1.20000	800.00000	0.20000
1049.54227	95.60000	1.20000	1.50000	1.50000	800.00000	0.20000
1026.81398	95.30000	1.20000	1.50000	1.80000	800.00000	0.20000
1006.38698	95.00000	1.20000	1.50000	2.10000	800.00000	0.20000
987.69824	94.70000	1.20000	1.50000	2.40000	800.00000	0.20000
970.39341	94.40000	1.20000	1.50000	2.70000	800.00000	0.20000
954.23076	94.10000	1.20000	1.50000	3.00000	800.00000	0.20000
	96.80000	1.20000	1.80000	0.00000	800.00000	0.20000
	96.50000	1.20000	1.80000	0.30000	800.00000	0.20000
	96.20000	1.20000	1.80000	0.60000	800.00000	0.20000
	95.90000	1.20000	1.80000	0.90000	800.00000	0.20000
	95.60000	1.20000	1.80000	1.20000	800.00000	0.20000
	95.30000	1.20000	1.80000	1.50000	800.00000	0.20000
	95.00000	1.20000	1.80000	1.80000	800.00000	0.20000
1086.92061	94.70000	1.20000	1.80000	2.10000	800.00000	0.20000
1055.30637	94.40000	1.20000	1.80000	2.40000	800.00000	0.20000
1029.60041	94.10000	1.20000	1.80000	2.70000	800.00000	0.20000
1007.29279	93.80000	1.20000	1.80000	3.00000	800.00000	0.20000
	96.50000	1.20000	2.10000	0.00000	800.00000	0.20000
	96.20000	1.20000	2.10000	0.30000	800.00000	0.20000
	95.90000	1.20000	2.10000	0.60000	800.00000	0.20000
	95.60000	1.20000	2.10000	0.90000	800.00000	0.20000
	95.30000	1.20000	2.10000	1.20000	800.00000	0.20000
	95.00000	1.20000	2.10000	1.50000	800.00000	0.20000
	94.70000	1.20000	2.10000	1.80000	800.00000	0.20000
	94.40000	1.20000	2.10000	2.10000	800.00000	0.20000
	94.10000	1.20000	2.10000	2.40000	800.00000	0.20000
	93.80000	1.20000	2.10000	2.70000	800.00000	0.20000
	93.50000	1.20000	2.10000	3.00000	800.00000	0.20000
	96.20000	1.20000	2.40000	0.00000	800.00000	0.20000
	95.90000	1.20000	2.40000	0.30000	800.00000	0.20000
	95.60000	1.20000	2.40000	0.60000	800.00000	0.20000
	95.30000	1.20000	2.40000	0.90000	800.00000	0.20000
	95.00000	1.20000	2.40000	1.20000	800.00000	0.20000
	94.70000	1.20000	2.40000	1.50000	800.00000	0.20000
	94.40000	1.20000	2.40000	1.80000	800.00000	0.20000
	94.10000	1.20000	2.40000	2.10000	800.00000	0.20000
	93.80000	1.20000	2.40000	2.40000	800.00000	0.20000
	93.50000	1.20000	2.40000	2.70000	800.00000	0.20000
	93.20000	1.20000	2.40000	3.00000	800.00000	0.20000
	95.90000	1.20000	2.70000	0.00000	800.00000	0.20000
	95.60000	1.20000	2.70000	0.30000	800.00000	0.20000
	95.30000	1.20000	2.70000	0.60000	800.00000	0.20000
	95.00000	1.20000	2.70000	0.90000	800.00000	0.20000
	94.70000	1.20000	2.70000	1.20000	800.00000	0.20000
	94.40000	1.20000	2.70000	1.50000	800.00000	0.20000
	94.10000	1.20000	2.70000	1.80000	800.00000	0.20000
	93.80000	1.20000	2.70000	2.10000	800.00000	0.20000
	93.50000	1.20000	2.70000	2.40000	800.00000	0.20000
	93.20000	1.20000	2.70000	2.70000	800.00000	0.20000
	92.90000	1.20000	2.70000	3.00000	800.00000	0.20000
	95.60000	1.20000	3.00000	0.00000	800.00000	0.20000
	95.30000	1.20000	3.00000	0.30000	800.00000	0.20000
	95.00000	1.20000	3.00000	0.60000	800.00000	0.20000
	94.70000	1.20000	3.00000	0.90000	800.00000	0.20000
	94.40000	1.20000	3.00000	1.20000	800.00000	0.20000
	94.10000	1.20000	3.00000	1.50000	800.00000	0.20000
	93.80000	1.20000	3.00000	1.80000	800.00000	0.20000
	93.50000	1.20000	3.00000	2.10000	800.00000	0.20000
	93.20000	1.20000	3.00000	2.40000	800.00000	0.20000
	92.90000	1.20000	3.00000	2.70000	800.00000	0.20000
	92.60000	1.20000	3.00000	3.00000	800.00000	0.20000
913.34768	98.30000	1.50000	0.00000	0.00000	800.00000	0.20000
899.26217	98.00000	1.50000	0.00000	0.30000	800.00000	0.20000
885.86000	97.70000	1.50000	0.00000	0.60000	800.00000	0.20000
873.07784	97.40000	1.50000	0.00000	0.90000	800.00000	0.20000
860.86159	97.10000	1.50000	0.00000	1.20000	800.00000	0.20000
849.16462	96.80000	1.50000	0.00000	1.50000	800.00000	0.20000
837.94633	96.50000	1.50000	0.00000	1.80000	800.00000	0.20000
827.17116	96.20000	1.50000	0.00000	2.10000	800.00000	0.20000
816.80773	95.90000	1.50000	0.00000	2.40000	800.00000	0.20000
806.82826	95.60000	1.50000	0.00000	2.70000	800.00000	0.20000
797.20813	95.30000	1.50000	0.00000	3.00000	800.00000	0.20000
955.60213	98.00000	1.50000	0.30000	0.00000	800.00000	0.20000
939.86962	97.70000	1.50000	0.30000	0.30000	800.00000	0.20000
924.99901	97.40000	1.50000	0.30000	0.60000	800.00000	0.20000
910.89616	97.10000	1.50000	0.30000	0.90000	800.00000	0.20000
897.48334	96.80000	1.50000	0.30000	1.20000	800.00000	0.20000
884.69537	96.50000	1.50000	0.30000	1.50000	800.00000	0.20000
872.47679	96.20000	1.50000	0.30000	1.80000	800.00000	0.20000
860.77989	95.90000	1.50000	0.30000	2.10000	800.00000	0.20000
849.56326	95.60000	1.50000	0.30000	2.40000	800.00000	0.20000
838.79066	95.30000	1.50000	0.30000	2.70000	800.00000	0.20000
828.43022	95.00000	1.50000	0.30000	3.00000	800.00000	0.20000
1002.80657	97.70000	1.50000	0.60000	0.00000	800.00000	0.20000
984.50688	97.40000	1.50000	0.60000	0.30000	800.00000	0.20000
967.41667	97.10000	1.50000	0.60000	0.60000	800.00000	0.20000
951.36436	96.80000	1.50000	0.60000	0.90000	800.00000	0.20000
936.21768	96.50000	1.50000	0.60000	1.20000	800.00000	0.20000
921.87158	96.20000	1.50000	0.60000	1.50000	800.00000	0.20000
908.24058	95.90000	1.50000	0.60000	1.80000	800.00000	0.20000
895.25378	95.60000	1.50000	0.60000	2.10000	800.00000	0.20000
882.85147	95.30000	1.50000	0.60000	2.40000	800.00000	0.20000
870.98265	95.00000	1.50000	0.60000	2.70000	800.00000	0.20000
859.60337	94.70000	1.50000	0.60000	3.00000	800.00000	0.20000
1061.52232	97.40000	1.50000	0.90000	0.00000	800.00000	0.20000
1038.27053	97.10000	1.50000	0.90000	0.30000	800.00000	0.20000
1017.24250	96.80000	1.50000	0.90000	0.60000	800.00000	0.20000
997.94063	96.50000	1.50000	0.90000	0.90000	800.00000	0.20000
980.03961	96.20000	1.50000	0.90000	1.20000	800.00000	0.20000
963.31119	95.90000	1.50000	0.90000	1.50000	800.00000	0.20000
947.58671	95.60000	1.50000	0.90000	1.80000	800.00000	0.20000
932.73662	95.30000	1.50000	0.90000	2.10000	800.00000	0.20000
918.65832	95.00000	1.50000	0.90000	2.40000	800.00000	0.20000
905.26855	94.70000	1.50000	0.90000	2.70000	800.00000	0.20000
892.49847	94.40000	1.50000	0.90000	3.00000	800.00000	0.20000
	97.10000	1.50000	1.20000	0.00000	800.00000	0.20000
1119.38537	96.80000	1.50000	1.20000	0.30000	800.00000	0.20000
1086.15461	96.50000	1.50000	1.20000	0.60000	800.00000	0.20000
1058.91159	96.20000	1.50000	1.20000	0.90000	800.00000	0.20000
1035.20443	95.90000	1.50000	1.20000	1.20000	800.00000	0.20000
1013.94475	95.60000	1.50000	1.20000	1.50000	800.00000	0.20000
994.53067	95.30000	1.50000	1.20000	1.80000	800.00000	0.20000
976.58482	95.00000	1.50000	1.20000	2.10000	800.00000	0.20000
959.85019	94.70000	1.50000	1.20000	2.40000	800.00000	0.20000
944.14119	94.40000	1.50000	1.20000	2.70000	800.00000	0.20000
929.31782	94.10000	1.50000	1.20000	3.00000	800.00000	0.20000
	96.80000	1.50000	1.50000	0.00000	800.00000	0.20000
	96.50000	1.50000	1.50000	0.30000	800.00000	0.20000
	96.20000	1.50000	1.50000	0.60000	800.00000	0.20000
	95.90000	1.50000	1.50000	0.90000	800.00000	0.20000
	95.60000	1.50000	1.50000	1.20000	800.00000	0.20000
1091.52621	95.30000	1.50000	1.50000	1.50000	800.00000	0.20000
1060.80822	95.00000	1.50000	1.50000	1.80000	800.00000	0.20000
1035.24542	94.70000	1.50000	1.50000	2.10000	800.00000	0.20000
1012.83944	94.40000	1.50000	1.50000	2.40000	800.00000	0.20000
992.65538	94.10000	1.50000	1.50000	2.70000	800.00000	0.20000
974.16199	93.80000	1.50000	1.50000	3.00000	800.00000	0.20000
	96.50000	1.50000	1.80000	0.00000	800.00000	0.20000
	96.20000	1.50000	1.80000	0.30000	800.00000	0.20000
	95.90000	1.50000	1.80000	0.60000	800.00000	0.20000
	95.60000	1.50000	1.80000	0.90000	800.00000	0.20000
	95.30000	1.50000	1.80000	1.20000	800.00000	0.20000
	95.00000	1.50000	1.80000	1.50000	800.00000	0.20000
	94.70000	1.50000	1.80000	1.80000	800.00000	0.20000
	94.40000	1.50000	1.80000	2.10000	800.00000	0.20000
1114.39430	94.10000	1.50000	1.80000	2.40000	800.00000	0.20000
1070.41505	93.80000	1.50000	1.80000	2.70000	800.00000	0.20000
1039.86351	93.50000	1.50000	1.80000	3.00000	800.00000	0.20000
	96.20000	1.50000	2.10000	0.00000	800.00000	0.20000
	95.90000	1.50000	2.10000	0.30000	800.00000	0.20000
	95.60000	1.50000	2.10000	0.60000	800.00000	0.20000
	95.30000	1.50000	2.10000	0.90000	800.00000	0.20000
	95.00000	1.50000	2.10000	1.20000	800.00000	0.20000
	94.70000	1.50000	2.10000	1.50000	800.00000	0.20000
	94.40000	1.50000	2.10000	1.80000	800.00000	0.20000
	94.10000	1.50000	2.10000	2.10000	800.00000	0.20000
	93.80000	1.50000	2.10000	2.40000	800.00000	0.20000
	93.50000	1.50000	2.10000	2.70000	800.00000	0.20000
	93.20000	1.50000	2.10000	3.00000	800.00000	0.20000
	95.90000	1.50000	2.40000	0.00000	800.00000	0.20000
	95.60000	1.50000	2.40000	0.30000	800.00000	0.20000
	95.30000	1.50000	2.40000	0.60000	800.00000	0.20000
	95.00000	1.50000	2.40000	0.90000	800.00000	0.20000
	94.70000	1.50000	2.40000	1.20000	800.00000	0.20000
	94.40000	1.50000	2.40000	1.50000	800.00000	0.20000
	94.10000	1.50000	2.40000	1.80000	800.00000	0.20000
	93.80000	1.50000	2.40000	2.10000	800.00000	0.20000
	93.50000	1.50000	2.40000	2.40000	800.00000	0.20000
	93.20000	1.50000	2.40000	2.70000	800.00000	0.20000
	92.90000	1.50000	2.40000	3.00000	800.00000	0.20000
	95.60000	1.50000	2.70000	0.00000	800.00000	0.20000
	95.30000	1.50000	2.70000	0.30000	800.00000	0.20000
	95.00000	1.50000	2.70000	0.60000	800.00000	0.20000
	94.70000	1.50000	2.70000	0.90000	800.00000	0.20000
	94.40000	1.50000	2.70000	1.20000	800.00000	0.20000
	94.10000	1.50000	2.70000	1.50000	800.00000	0.20000
	93.80000	1.50000	2.70000	1.80000	800.00000	0.20000
	93.50000	1.50000	2.70000	2.10000	800.00000	0.20000
	93.20000	1.50000	2.70000	2.40000	800.00000	0.20000
	92.90000	1.50000	2.70000	2.70000	800.00000	0.20000
	92.60000	1.50000	2.70000	3.00000	800.00000	0.20000
	95.30000	1.50000	3.00000	0.00000	800.00000	0.20000
	95.00000	1.50000	3.00000	0.30000	800.00000	0.20000
	94.70000	1.50000	3.00000	0.60000	800.00000	0.20000
	94.40000	1.50000	3.00000	0.90000	800.00000	0.20000
	94.10000	1.50000	3.00000	1.20000	800.00000	0.20000
	93.80000	1.50000	3.00000	1.50000	800.00000	0.20000
	93.50000	1.50000	3.00000	1.80000	800.00000	0.20000
	93.20000	1.50000	3.00000	2.10000	800.00000	0.20000
	92.90000	1.50000	3.00000	2.40000	800.00000	0.20000
	92.60000	1.50000	3.00000	2.70000	800.00000	0.20000
	92.30000	1.50000	3.00000	3.00000	800.00000	0.20000
932.75070	98.00000	1.80000	0.00000	0.00000	800.00000	0.20000
917.31925	97.70000	1.80000	0.00000	0.30000	800.00000	0.20000
902.69967	97.40000	1.80000	0.00000	0.60000	800.00000	0.20000
888.80714	97.10000	1.80000	0.00000	0.90000	800.00000	0.20000
875.57098	96.80000	1.80000	0.00000	1.20000	800.00000	0.20000
862.93142	96.50000	1.80000	0.00000	1.50000	800.00000	0.20000
850.83735	96.20000	1.80000	0.00000	1.80000	800.00000	0.20000
839.24461	95.90000	1.80000	0.00000	2.10000	800.00000	0.20000
828.11474	95.60000	1.80000	0.00000	2.40000	800.00000	0.20000
817.41403	95.30000	1.80000	0.00000	2.70000	800.00000	0.20000
807.11280	95.00000	1.80000	0.00000	3.00000	800.00000	0.20000
978.07136	97.70000	1.80000	0.30000	0.00000	800.00000	0.20000
960.54045	97.40000	1.80000	0.30000	0.30000	800.00000	0.20000
944.08716	97.10000	1.80000	0.30000	0.60000	800.00000	0.20000
928.57315	96.80000	1.80000	0.30000	0.90000	800.00000	0.20000
913.88867	96.50000	1.80000	0.30000	1.20000	800.00000	0.20000
899.94457	96.20000	1.80000	0.30000	1.50000	800.00000	0.20000
886.66703	95.90000	1.80000	0.30000	1.80000	800.00000	0.20000
873.99397	95.60000	1.80000	0.30000	2.10000	800.00000	0.20000
861.87248	95.30000	1.80000	0.30000	2.40000	800.00000	0.20000
850.25703	95.00000	1.80000	0.30000	2.70000	800.00000	0.20000
839.10802	94.70000	1.80000	0.30000	3.00000	800.00000	0.20000
1030.96365	97.40000	1.80000	0.60000	0.00000	800.00000	0.20000
1009.85651	97.10000	1.80000	0.60000	0.30000	800.00000	0.20000
990.43643	96.80000	1.80000	0.60000	0.60000	800.00000	0.20000
972.39907	96.50000	1.80000	0.60000	0.90000	800.00000	0.20000
955.52736	96.20000	1.80000	0.60000	1.20000	800.00000	0.20000
939.65892	95.90000	1.80000	0.60000	1.50000	800.00000	0.20000
924.66783	95.60000	1.80000	0.60000	1.80000	800.00000	0.20000
910.45361	95.30000	1.80000	0.60000	2.10000	800.00000	0.20000
896.93425	95.00000	1.80000	0.60000	2.40000	800.00000	0.20000
884.04160	94.70000	1.80000	0.60000	2.70000	800.00000	0.20000
871.71820	94.40000	1.80000	0.60000	3.00000	800.00000	0.20000
1104.09146	97.10000	1.80000	0.90000	0.00000	800.00000	0.20000
1073.91894	96.80000	1.80000	0.90000	0.30000	800.00000	0.20000
1048.14642	96.50000	1.80000	0.90000	0.60000	800.00000	0.20000
1025.27771	96.20000	1.80000	0.90000	0.90000	800.00000	0.20000
1004.54021	95.90000	1.80000	0.90000	1.20000	800.00000	0.20000
985.46913	95.60000	1.80000	0.90000	1.50000	800.00000	0.20000
967.75661	95.30000	1.80000	0.90000	1.80000	800.00000	0.20000
951.18466	95.00000	1.80000	0.90000	2.10000	800.00000	0.20000
935.59124	94.70000	1.80000	0.90000	2.40000	800.00000	0.20000
920.85134	94.40000	1.80000	0.90000	2.70000	800.00000	0.20000
906.86565	94.10000	1.80000	0.90000	3.00000	800.00000	0.20000
	96.80000	1.80000	1.20000	0.00000	800.00000	0.20000
	96.50000	1.80000	1.20000	0.30000	800.00000	0.20000
	96.20000	1.80000	1.20000	0.60000	800.00000	0.20000
1104.63325	95.90000	1.80000	1.20000	0.90000	800.00000	0.20000
1072.26766	95.60000	1.80000	1.20000	1.20000	800.00000	0.20000
1045.48401	95.30000	1.80000	1.20000	1.50000	800.00000	0.20000
1022.07997	95.00000	1.80000	1.20000	1.80000	800.00000	0.20000
1001.04268	94.70000	1.80000	1.20000	2.10000	800.00000	0.20000
981.80157	94.40000	1.80000	1.20000	2.40000	800.00000	0.20000
963.99484	94.10000	1.80000	1.20000	2.70000	800.00000	0.20000
947.37426	93.80000	1.80000	1.20000	3.00000	800.00000	0.20000
	96.50000	1.80000	1.50000	0.00000	800.00000	0.20000
	96.20000	1.80000	1.50000	0.30000	800.00000	0.20000
	95.90000	1.80000	1.50000	0.60000	800.00000	0.20000
	95.60000	1.80000	1.50000	0.90000	800.00000	0.20000
	95.30000	1.80000	1.50000	1.20000	800.00000	0.20000
	95.00000	1.80000	1.50000	1.50000	800.00000	0.20000
1117.97674	94.70000	1.80000	1.50000	1.80000	800.00000	0.20000
1077.17361	94.40000	1.80000	1.50000	2.10000	800.00000	0.20000
1047.00706	94.10000	1.80000	1.50000	2.40000	800.00000	0.20000
1021.74696	93.80000	1.80000	1.50000	2.70000	800.00000	0.20000
999.54229	93.50000	1.80000	1.50000	3.00000	800.00000	0.20000
	96.20000	1.80000	1.80000	0.00000	800.00000	0.20000
	95.90000	1.80000	1.80000	0.30000	800.00000	0.20000
	95.60000	1.80000	1.80000	0.60000	800.00000	0.20000
	95.30000	1.80000	1.80000	0.90000	800.00000	0.20000
	95.00000	1.80000	1.80000	1.20000	800.00000	0.20000
	94.70000	1.80000	1.80000	1.50000	800.00000	0.20000
	94.40000	1.80000	1.80000	1.80000	800.00000	0.20000
	94.10000	1.80000	1.80000	2.10000	800.00000	0.20000
	93.80000	1.80000	1.80000	2.40000	800.00000	0.20000
	93.50000	1.80000	1.80000	2.70000	800.00000	0.20000
1097.59419	93.20000	1.80000	1.80000	3.00000	800.00000	0.20000
	95.90000	1.80000	2.10000	0.00000	800.00000	0.20000
	95.60000	1.80000	2.10000	0.30000	800.00000	0.20000
	95.30000	1.80000	2.10000	0.60000	800.00000	0.20000
	95.00000	1.80000	2.10000	0.90000	800.00000	0.20000
	94.70000	1.80000	2.10000	1.20000	800.00000	0.20000
	94.40000	1.80000	2.10000	1.50000	800.00000	0.20000
	94.10000	1.80000	2.10000	1.80000	800.00000	0.20000
	93.80000	1.80000	2.10000	2.10000	800.00000	0.20000
	93.50000	1.80000	2.10000	2.40000	800.00000	0.20000
	93.20000	1.80000	2.10000	2.70000	800.00000	0.20000
	92.90000	1.80000	2.10000	3.00000	800.00000	0.20000
	95.60000	1.80000	2.40000	0.00000	800.00000	0.20000
	95.30000	1.80000	2.40000	0.30000	800.00000	0.20000
	95.00000	1.80000	2.40000	0.60000	800.00000	0.20000
	94.70000	1.80000	2.40000	0.90000	800.00000	0.20000
	94.40000	1.80000	2.40000	1.20000	800.00000	0.20000
	94.10000	1.80000	2.40000	1.50000	800.00000	0.20000
	93.80000	1.80000	2.40000	1.80000	800.00000	0.20000
	93.50000	1.80000	2.40000	2.10000	800.00000	0.20000
	93.20000	1.80000	2.40000	2.40000	800.00000	0.20000
	92.90000	1.80000	2.40000	2.70000	800.00000	0.20000
